user,lemak,protein,karbohidrat,gula,class
2,9.96,22.41,0.0,0.0,1
3,12.13,28.67,2.97,0.0,2
0,13.11,21.94,6.28,0.0,1
1,14.22,22.3,5.39,0.0,1
2,17.73,18.9,8.46,0.0,1
0,18.9,21.7,9.93,0.0,1
3,16.55,21.24,8.47,0.0,2
0,17.73,20.62,7.96,0.0,1
3,22.14,17.17,10.3,0.0,1
1,23.0,20.8,11.66,0.0,1
3,4.52,28.98,0.0,0.0,1
2,7.14,26.51,0.04,0.0,1
3,32.32,13.96,21.54,0.0,1
1,9.66,24.31,0.85,0.0,1
3,9.42,28.94,2.9,0.0,1
0,16.47,21.67,9.83,0.0,1
3,19.14,20.44,9.84,0.0,2
1,20.99,19.14,11.2,0.0,1
2,22.48,20.4,13.52,0.0,1
1,8.05,17.19,19.87,4.68,1
0,11.76,15.38,22.61,4.99,1
2,1.01,3.36,15.86,11.68,1
0,4.54,27.93,0.0,0.0,0
2,7.41,26.24,0.0,0.0,1
3,9.41,23.21,0.24,0.0,1
1,10.2,28.77,2.13,0.0,1
1,29.22,14.11,19.56,0.0,1
1,12.44,23.51,6.03,0.0,1
0,16.92,21.13,7.59,0.0,1
1,18.07,19.23,8.68,0.0,1
3,20.09,21.14,11.19,0.0,2
0,11.68,13.48,29.86,0.0,1
0,8.6,12.8,31.78,5.0,1
2,9.91,12.96,26.47,0.0,1
3,11.71,13.92,29.46,0.0,2
1,10.11,12.46,31.15,5.1,2
1,12.86,13.22,28.67,0.0,1
3,10.68,11.74,27.93,4.71,2
3,10.8,11.41,28.05,0.0,2
2,12.94,11.06,30.36,2.82,2
0,17.71,13.36,27.0,3.02,1
3,12.35,11.5,30.62,3.32,2
2,17.61,14.01,29.0,3.22,2
3,9.75,9.25,20.23,1.57,1
2,6.35,13.3,19.69,1.3,1
0,15.25,15.05,24.04,1.88,1
0,4.57,17.34,16.78,3.08,0
2,16.17,14.13,32.66,2.79,2
2,19.05,13.88,25.35,3.65,2
3,18.52,12.77,25.3,3.42,2
3,11.2,11.08,31.84,3.92,2
0,12.03,11.03,31.17,3.82,1
0,16.9,13.95,28.7,2.62,1
0,13.5,11.92,29.39,2.72,1
2,13.85,11.08,29.56,1.82,2
2,8.4,12.5,24.5,2.9,1
3,8.3,12.7,24.6,2.3,1
3,8.4,12.8,25.7,3.3,2
0,7.5,12.7,31.0,2.8,1
3,11.07,11.91,28.8,3.71,2
2,16.13,16.83,17.43,4.17,1
2,16.6,18.53,15.35,3.87,1
1,13.93,11.72,26.36,3.13,1
1,25.23,3.86,43.58,5.43,1
2,15.8,13.69,17.73,4.5,1
2,11.63,12.23,30.0,2.9,2
3,11.63,12.23,30.0,2.9,2
2,6.6,11.1,29.7,2.7,1
1,5.9,10.2,29.5,4.0,1
0,6.9,10.6,36.9,3.3,1
3,6.0,10.7,36.5,2.5,2
0,15.1,11.48,23.22,2.48,1
1,10.31,13.77,18.43,1.53,1
0,15.63,11.1,22.97,2.57,1
2,12.88,12.2,44.48,1.11,2
1,0.14,0.86,15.05,12.68,1
1,14.93,11.93,30.56,2.62,1
0,15.1,11.48,23.22,2.48,1
3,10.31,13.77,18.43,1.53,2
2,12.88,12.2,44.48,1.11,2
2,11.19,16.28,20.89,3.64,1
3,10.3,15.17,22.21,3.84,2
3,7.91,12.72,31.31,7.12,2
0,9.27,14.62,28.08,5.02,1
2,8.62,12.78,31.24,7.62,2
0,9.82,14.35,28.3,4.03,1
2,7.83,12.63,32.24,7.53,2
2,9.07,13.26,30.58,3.72,1
3,13.93,17.64,12.5,0.55,1
1,12.9,15.67,22.86,0.49,1
1,5.5,17.8,13.7,1.8,1
3,1.3,17.4,11.2,4.4,1
3,4.3,18.5,8.3,1.1,1
2,3.4,16.3,9.1,0.4,1
3,7.9,25.8,8.8,1.7,2
3,6.1,14.6,19.1,1.8,1
0,12.1,21.5,5.8,0.4,1
1,2.46,3.38,11.52,0.5,0
3,1.01,5.05,15.24,2.6,1
2,1.96,5.89,17.99,3.8,0
0,2.38,4.37,12.7,3.17,0
0,8.8,6.5,17.7,0.0,0
3,11.39,7.25,22.05,0.0,1
2,8.6,8.9,30.4,7.6,1
1,9.14,9.16,30.55,7.6,1
0,1.45,2.48,13.64,3.72,0
3,3.41,3.24,13.26,1.97,1
3,7.23,13.5,47.0,0.95,1
1,11.52,11.76,30.76,3.88,1
2,13.13,14.38,24.69,3.39,1
0,3.47,5.8,13.1,1.87,0
0,5.53,4.41,7.85,1.76,0
0,11.85,5.11,19.21,2.26,0
1,10.24,8.73,9.27,0.34,0
2,5.33,6.54,13.84,4.23,1
0,7.1,7.53,6.1,1.1,0
0,4.11,4.37,11.45,2.91,0
3,0.44,2.22,14.22,4.0,1
2,2.23,6.81,13.5,0.0,0
2,4.42,6.63,14.39,2.96,1
0,9.61,7.26,30.84,0.7,0
2,6.3,7.07,34.01,3.21,1
3,5.99,5.98,13.96,1.41,1
2,11.94,8.73,38.95,1.36,1
1,1.74,4.25,16.6,5.41,0
2,0.6,2.78,15.87,5.16,1
1,0.4,2.38,13.89,4.37,0
1,0.4,2.38,13.89,4.76,0
2,0.79,3.17,12.3,4.76,0
2,0.4,2.38,13.89,5.16,1
1,3.17,4.37,15.08,3.57,0
0,2.78,4.37,12.7,3.17,0
3,2.38,3.57,12.7,3.57,1
0,2.78,4.37,12.7,3.17,0
3,4.71,7.06,31.76,4.71,1
3,3.2,4.8,24.8,2.4,1
1,0.98,9.76,42.93,6.83,1
0,1.06,4.26,42.55,2.13,0
0,1.06,4.26,45.74,3.19,0
1,1.18,5.91,36.64,4.73,0
0,1.23,4.94,39.51,4.94,0
2,3.56,5.94,34.44,3.56,1
2,4.03,4.7,4.03,0.67,0
2,4.05,4.45,9.72,0.81,0
1,7.17,9.94,29.5,5.32,1
3,4.51,10.44,28.54,5.57,2
3,6.97,5.95,31.77,5.96,2
0,6.04,6.87,14.18,2.54,0
2,3.89,6.97,16.32,4.82,1
0,1.56,5.65,22.46,4.07,0
3,4.82,13.86,70.12,9.61,2
1,8.28,4.89,23.93,4.27,0
2,10.47,9.32,30.45,7.73,2
1,6.53,10.28,32.52,7.6,1
0,7.7,10.49,32.28,8.81,1
2,0.47,2.35,14.55,4.23,0
2,2.43,4.37,11.65,3.4,0
2,3.68,5.85,10.88,1.84,1
2,6.41,5.6,17.28,1.53,1
3,9.4,1.96,16.18,4.95,1
2,4.42,13.19,18.74,15.2,2
3,12.02,8.57,26.96,7.54,2
2,17.31,12.02,16.09,0.72,1
0,15.42,14.36,16.24,1.27,1
2,2.61,4.52,17.31,4.09,0
2,4.92,7.28,15.36,3.11,1
1,13.58,14.62,14.86,0.57,1
2,3.0,3.0,18.0,3.0,1
2,2.1,5.3,17.6,4.7,0
3,3.7,4.9,14.9,2.0,1
1,2.7,6.2,14.0,1.3,0
2,3.4,7.9,11.0,0.5,0
2,2.3,7.0,13.0,1.0,0
2,2.8,6.3,13.4,2.2,0
2,3.2,3.0,21.0,7.0,1
2,3.8,3.8,13.0,1.4,1
2,5.4,13.81,71.0,0.8,1
2,3.0,5.9,15.6,3.3,1
0,3.2,5.5,14.6,1.4,0
1,3.5,6.1,15.7,3.0,0
0,1.8,5.7,17.4,1.0,0
3,2.8,3.0,17.7,1.0,1
0,3.4,5.0,15.1,0.1,0
1,1.13,6.0,19.0,8.0,0
1,4.0,5.7,16.8,1.9,0
2,3.2,2.0,15.0,3.0,1
1,1.32,10.64,75.8,2.4,1
3,3.45,2.65,23.54,0.64,1
0,4.97,21.39,0.0,0.0,0
3,14.06,20.49,0.0,0.0,2
0,18.57,25.4,0.0,0.0,1
0,13.27,20.69,0.0,0.0,1
3,16.75,26.21,0.0,0.0,2
3,15.18,20.11,0.0,0.0,2
2,20.36,24.6,0.0,0.0,1
2,14.19,20.28,0.0,0.0,1
2,19.22,25.18,0.0,0.0,1
3,4.66,21.41,0.0,0.0,1
3,5.71,28.79,0.0,0.0,1
3,3.24,21.96,0.0,0.0,1
1,3.91,29.24,0.0,0.0,1
0,6.36,20.51,0.0,0.0,0
2,7.68,26.07,0.0,0.0,1
2,5.79,20.93,0.0,0.0,1
0,6.12,20.39,0.0,0.0,0
2,8.11,26.07,0.0,0.0,1
0,5.51,21.13,0.0,0.0,0
1,6.94,26.66,0.0,0.0,1
3,11.33,18.75,0.0,0.0,1
3,13.59,24.7,0.0,0.0,2
2,9.22,19.38,0.0,0.0,1
1,11.52,25.29,0.0,0.0,1
2,6.85,20.74,0.0,0.0,1
0,8.13,26.88,0.0,0.0,0
1,5.21,20.98,0.0,0.0,1
1,5.32,26.61,0.0,0.0,1
2,6.59,21.24,0.0,0.0,1
0,8.3,27.22,0.0,0.0,0
2,3.83,22.15,0.0,0.0,1
0,5.17,28.01,0.0,0.0,0
3,6.22,20.54,0.0,0.0,1
3,7.2,26.22,0.0,0.0,1
1,4.0,21.69,0.0,0.0,1
0,4.84,29.08,0.0,0.0,0
0,5.88,20.67,0.0,0.0,0
2,7.66,26.3,0.0,0.0,1
0,10.52,18.99,0.0,0.0,0
2,12.79,24.93,0.0,0.0,1
2,5.89,20.93,0.0,0.0,1
2,6.78,27.12,0.0,0.0,1
1,5.53,21.59,0.0,0.0,1
0,7.1,27.52,0.0,0.0,0
0,6.43,26.45,0.0,0.0,0
2,10.7,19.38,0.29,0.0,1
0,8.99,20.14,0.0,0.0,0
1,10.02,19.68,0.05,0.0,1
1,12.22,30.95,0.0,0.0,1
3,10.24,32.1,0.0,0.0,2
2,11.43,31.41,0.0,0.0,1
2,7.67,20.87,0.0,0.0,1
3,5.89,21.1,0.0,0.0,1
3,6.95,20.96,0.0,0.0,1
2,11.47,27.97,0.0,0.0,1
3,9.77,27.88,0.0,0.0,1
1,10.79,27.94,0.0,0.0,1
1,8.29,21.31,0.0,0.0,1
3,6.47,21.28,0.0,0.0,1
2,7.56,21.29,0.0,0.0,1
2,8.3,31.32,0.0,0.0,1
0,7.02,31.71,0.0,0.0,0
0,7.78,31.48,0.0,0.0,0
0,6.94,33.55,0.0,0.0,0
3,5.44,32.96,0.0,0.0,1
0,6.34,33.31,0.0,0.0,0
1,4.6,21.36,0.0,0.0,1
0,3.53,21.22,0.0,0.0,0
1,4.17,21.3,0.0,0.0,1
2,6.82,32.41,0.0,0.0,1
3,6.34,32.29,0.0,0.0,1
3,7.14,32.49,0.0,0.0,1
2,4.48,21.75,0.16,0.0,1
1,3.99,21.9,0.21,0.0,1
0,4.81,21.64,0.12,0.0,0
2,10.91,30.91,0.0,0.0,1
1,9.66,32.01,0.0,0.0,1
2,10.41,31.35,0.0,0.0,1
0,20.49,26.7,0.0,0.0,1
0,10.57,27.97,0.0,0.0,1
0,14.55,27.18,0.0,0.0,1
2,13.26,19.17,0.0,0.0,1
2,13.93,19.15,0.0,0.0,1
0,12.27,19.2,0.0,0.0,0
1,13.54,26.18,0.21,0.0,1
2,14.41,26.1,0.4,0.0,1
2,12.25,26.3,0.0,0.0,1
0,11.64,18.99,0.36,0.0,0
3,12.4,18.85,0.53,0.0,1
2,10.5,19.2,0.09,0.0,1
0,5.33,21.17,0.07,0.0,0
3,4.44,21.72,0.0,0.0,1
1,15.29,24.63,0.0,0.0,1
1,15.87,24.47,0.0,0.0,1
1,14.41,24.86,0.0,0.0,1
1,18.0,28.23,0.0,0.0,1
3,19.3,27.6,0.0,0.0,2
1,16.05,29.18,0.0,0.0,1
0,10.18,32.07,0.0,0.0,1
3,10.74,32.21,0.0,0.0,2
3,9.34,31.86,0.0,0.0,1
1,4.79,21.13,0.0,0.0,1
3,5.18,21.19,0.0,0.0,1
1,4.2,21.05,0.0,0.0,1
2,22.58,25.48,0.0,0.0,1
1,24.05,25.26,0.0,0.0,1
0,20.38,25.81,0.0,0.0,1
1,18.33,17.48,0.0,0.0,1
2,19.03,17.22,0.0,0.0,1
3,17.28,17.87,0.0,0.0,1
3,8.92,31.03,0.0,0.0,1
3,9.25,30.93,0.0,0.0,1
0,8.41,31.18,0.0,0.0,0
3,20.55,27.69,0.0,0.0,2
2,21.56,27.16,0.0,0.0,1
3,19.03,28.47,0.0,0.0,2
1,14.32,18.97,0.0,0.0,1
1,14.99,18.87,0.0,0.0,1
3,13.33,19.1,0.0,0.0,1
1,19.64,24.98,0.0,0.0,1
3,20.35,24.95,0.0,0.0,2
0,18.57,25.03,0.0,0.0,1
3,16.35,18.86,0.0,0.0,1
2,16.85,18.86,0.0,0.0,1
2,15.6,18.86,0.0,0.0,1
3,13.64,27.12,0.0,0.0,2
3,12.29,27.03,0.0,0.0,2
3,11.97,27.3,0.0,0.0,2
1,8.48,28.98,0.0,0.0,1
1,9.04,21.22,0.0,0.0,1
2,9.97,20.93,0.0,0.0,1
3,7.64,21.65,0.0,0.0,1
2,7.54,21.99,0.0,0.0,1
3,8.29,21.62,0.0,0.0,1
1,6.41,22.55,0.0,0.0,1
1,12.43,27.4,0.0,0.0,1
2,13.44,27.03,0.0,0.0,1
3,10.91,27.96,0.0,0.0,2
1,11.68,28.21,0.0,0.0,1
3,13.01,27.87,0.0,0.0,2
0,9.68,28.72,0.0,0.0,0
0,12.69,29.99,0.0,0.0,1
1,8.82,21.17,0.0,0.0,1
3,13.72,29.56,0.0,0.0,2
0,9.76,20.89,0.0,0.0,0
2,11.16,30.64,0.0,0.0,1
2,7.41,21.61,0.0,0.0,1
3,19.01,27.68,0.0,0.0,2
3,14.53,18.74,0.19,0.0,1
3,20.28,27.03,0.0,0.0,2
3,15.26,18.47,0.17,0.0,1
0,17.1,28.65,0.0,0.0,1
3,13.44,19.14,0.23,0.0,1
1,10.37,28.11,0.0,0.0,1
2,7.41,21.85,0.0,0.0,1
1,11.75,27.39,0.0,0.0,1
1,8.5,21.44,0.0,0.0,1
0,8.31,29.18,0.0,0.0,0
1,5.78,22.46,0.0,0.0,1
3,20.57,28.36,0.0,0.0,2
0,17.91,19.11,0.46,0.0,0
0,21.72,27.75,0.0,0.0,1
2,19.36,18.72,0.64,0.0,1
1,18.84,29.28,0.0,0.0,1
1,15.73,19.71,0.2,0.0,1
1,24.7,22.71,0.0,0.0,1
0,23.47,23.19,0.0,0.0,1
1,24.2,22.9,0.0,0.0,1
2,23.61,23.53,0.0,0.0,1
2,21.85,23.36,0.0,0.0,1
0,22.91,23.47,0.0,0.0,1
2,20.31,18.13,0.0,0.0,1
0,20.96,17.92,0.0,0.0,0
2,19.34,18.44,0.0,0.0,1
1,23.52,22.92,0.0,0.0,1
1,19.25,24.83,0.0,0.0,1
0,21.81,23.69,0.0,0.0,1
3,21.66,24.3,0.0,0.0,2
3,22.98,23.92,0.0,0.0,2
0,19.68,24.85,0.0,0.0,1
1,18.73,18.85,0.0,0.0,1
2,19.95,18.39,0.0,0.0,1
3,16.9,19.55,0.0,0.0,1
0,14.2,29.36,0.0,0.0,1
2,15.3,28.9,0.0,0.0,1
1,12.54,30.06,0.0,0.0,1
2,11.71,20.38,0.0,0.0,1
3,12.78,20.06,0.0,0.0,2
2,10.11,20.87,0.0,0.0,1
2,14.53,25.07,0.62,0.0,1
3,20.47,27.06,0.0,0.0,2
1,21.62,26.46,0.0,0.0,1
3,18.75,27.95,0.0,0.0,2
0,17.59,17.98,0.35,0.0,0
2,18.44,17.69,0.35,0.0,1
0,16.31,18.43,0.36,0.0,0
3,19.02,24.85,0.0,0.0,2
2,21.1,23.89,0.0,0.0,1
1,15.9,26.29,0.0,0.0,1
1,16.71,19.26,0.12,0.0,1
2,18.43,18.69,0.2,0.0,1
2,14.14,20.12,0.0,0.0,1
3,29.21,24.23,0.0,0.0,2
2,30.95,23.34,0.0,0.0,1
0,26.59,25.56,0.0,0.0,1
1,28.42,16.15,0.78,0.0,1
3,29.89,15.75,0.9,0.0,1
2,26.23,16.75,0.6,0.0,1
3,6.37,28.97,0.0,0.0,1
1,4.4,23.03,0.0,0.0,1
1,7.23,28.26,0.73,0.0,1
2,7.96,28.19,1.07,0.0,1
1,6.14,28.36,0.22,0.0,1
2,5.36,21.38,0.0,0.0,1
3,5.82,21.34,0.0,0.0,1
3,4.68,21.44,0.0,0.0,1
3,8.54,29.33,0.3,0.0,1
2,9.48,28.99,0.36,0.0,1
1,7.12,29.85,0.2,0.0,1
3,8.76,28.33,0.82,0.0,1
0,9.97,28.24,0.88,0.0,0
1,6.95,28.48,0.74,0.0,1
3,5.84,22.61,0.0,0.0,1
3,6.48,22.5,0.23,0.0,1
1,4.88,22.77,0.0,0.0,1
2,5.37,30.58,0.0,0.0,1
0,5.83,30.45,0.0,0.0,0
1,4.68,30.78,0.0,0.0,1
1,5.92,29.12,0.0,0.0,1
1,5.25,29.35,0.0,0.0,1
0,3.98,23.04,0.0,0.0,0
3,3.35,23.05,0.0,0.0,1
3,4.66,22.66,0.04,0.0,1
0,5.29,22.52,0.18,0.0,0
0,3.72,22.89,0.0,0.0,0
2,15.7,24.66,1.53,0.0,1
1,17.21,24.24,1.81,0.0,1
0,13.43,25.28,1.1,0.0,1
1,10.6,19.7,1.51,0.0,1
2,11.4,19.46,1.75,0.0,1
3,9.39,20.05,1.15,0.0,1
1,9.2,28.77,0.17,0.0,1
2,10.26,28.35,0.51,0.0,1
1,7.61,29.39,0.0,0.0,1
1,7.31,28.15,0.0,0.0,1
3,8.42,28.0,0.0,0.0,1
1,5.65,28.37,0.0,0.0,1
2,15.0,26.0,0.8,0.0,1
2,14.3,26.3,1.1,0.0,1
1,16.1,25.5,0.4,0.0,1
0,12.4,19.9,0.0,0.0,0
0,13.4,19.7,0.0,0.0,0
3,10.9,20.1,0.0,0.0,2
0,14.1,27.4,0.6,0.0,1
3,15.9,26.8,0.6,0.0,2
0,11.6,28.3,0.4,0.0,1
2,12.9,27.0,1.0,0.0,1
0,14.1,26.8,1.1,0.0,1
3,11.2,27.1,0.9,0.0,2
1,11.3,21.1,0.3,0.0,1
1,12.6,20.8,0.6,0.0,1
0,9.3,21.6,0.0,0.0,0
0,18.12,17.72,0.0,0.0,0
0,6.11,20.85,0.0,0.0,0
2,12.3,20.19,0.0,0.0,1
0,51.36,11.32,0.39,0.0,0
3,57.73,9.58,1.06,0.0,1
0,63.27,6.54,0.0,0.0,0
2,63.3,6.0,0.0,0.0,1
3,68.07,5.54,0.97,0.0,1
2,67.33,5.16,0.0,0.0,1
3,7.63,20.53,0.01,0.0,1
0,4.87,21.79,0.0,0.0,0
0,14.09,19.71,0.0,0.0,0
3,13.17,19.9,0.11,0.0,1
0,3.87,21.9,0.0,0.0,0
0,8.2,21.47,0.0,0.0,0
2,4.93,21.4,0.0,0.0,1
2,4.43,22.41,0.0,0.0,1
1,17.73,18.87,0.57,0.0,1
2,15.69,20.15,0.2,0.0,1
2,29.15,16.92,0.13,0.0,1
2,16.93,20.35,0.0,0.0,1
3,28.61,17.61,0.46,0.0,1
3,4.45,21.77,0.01,0.0,1
1,15.21,19.8,0.11,0.0,1
2,6.16,21.13,0.01,0.0,1
3,4.4,22.24,0.0,0.0,1
3,24.2,17.67,0.17,0.0,1
3,36.98,14.58,0.22,0.0,1
1,27.64,17.07,0.0,0.0,1
2,38.3,14.54,0.42,0.0,1
0,19.11,18.5,0.58,0.0,0
3,3.34,23.49,0.0,0.0,1
2,3.66,23.49,0.0,0.0,1
0,2.85,23.49,0.0,0.0,0
3,3.5,23.45,0.0,0.0,1
1,3.81,23.46,0.0,0.0,1
2,3.04,23.44,0.0,0.0,1
3,3.44,23.27,0.0,0.0,1
2,3.74,23.26,0.0,0.0,1
1,3.0,23.28,0.0,0.0,1
1,3.48,23.26,0.0,0.0,1
3,3.83,23.24,0.0,0.0,1
0,2.95,23.3,0.0,0.0,0
1,6.93,21.67,0.0,0.0,1
0,7.4,21.5,0.0,0.0,0
0,6.21,21.91,0.0,0.0,0
2,8.17,22.43,0.0,0.0,1
3,9.16,22.19,0.0,0.0,1
0,6.67,22.79,0.0,0.0,0
2,6.67,21.72,0.0,0.0,1
0,7.1,21.57,0.0,0.0,0
3,6.02,21.95,0.0,0.0,1
0,8.14,27.31,0.0,0.0,0
2,8.82,27.26,0.0,0.0,1
1,7.12,27.38,0.0,0.0,1
0,4.49,29.9,0.0,0.0,0
0,4.79,30.08,0.0,0.0,0
3,3.72,30.97,0.0,0.0,1
0,4.47,29.66,0.0,0.0,0
1,4.83,29.79,0.0,0.0,1
2,3.98,29.47,0.0,0.0,1
1,2.94,23.59,0.0,0.0,0
0,3.26,23.59,0.0,0.0,0
1,2.45,23.59,0.0,0.0,0
0,2.94,23.59,0.0,0.0,0
2,3.26,23.59,0.0,0.0,1
1,2.45,23.59,0.0,0.0,0
0,3.04,23.37,0.0,0.0,0
2,3.38,23.35,0.0,0.0,1
3,2.52,23.41,0.0,0.0,1
2,3.04,23.37,0.0,0.0,1
3,3.38,23.35,0.0,0.0,1
1,2.52,23.41,0.0,0.0,0
3,5.74,21.94,0.0,0.0,1
2,6.16,21.78,0.0,0.0,1
3,5.1,22.16,0.0,0.0,1
0,5.67,23.07,0.0,0.0,0
3,6.34,22.93,0.0,0.0,1
2,4.66,23.3,0.0,0.0,1
3,5.74,21.94,0.0,0.0,1
3,6.16,21.78,0.0,0.0,1
2,5.1,22.16,0.0,0.0,1
0,7.49,27.51,0.0,0.0,0
2,8.13,27.48,0.0,0.0,1
1,6.54,27.55,0.0,0.0,1
1,3.77,30.09,0.0,0.0,1
3,4.11,30.24,0.06,0.0,1
2,3.37,29.81,0.0,0.0,1
2,3.9,29.85,0.0,0.0,1
3,4.26,29.94,0.0,0.0,1
1,3.43,29.52,0.0,0.0,1
0,4.66,23.3,0.0,0.0,0
1,6.34,22.93,0.0,0.0,1
3,5.67,23.07,0.0,0.0,1
1,11.65,21.54,0.0,0.0,1
3,12.68,21.29,0.0,0.0,2
0,19.19,25.69,0.0,0.0,1
2,15.44,26.92,0.0,0.0,1
2,17.69,26.18,0.0,0.0,1
3,10.34,28.66,0.0,0.0,2
0,7.26,29.67,0.0,0.0,0
2,9.11,29.06,0.0,0.0,1
2,13.36,21.13,0.0,0.0,1
3,6.57,33.53,0.0,0.0,1
3,4.49,22.09,0.0,0.0,1
2,16.37,29.35,0.0,0.0,1
1,12.75,19.74,0.0,0.0,1
0,7.05,34.51,0.0,0.0,0
1,4.62,20.92,0.0,0.0,1
1,5.41,20.46,0.0,0.0,1
2,8.89,32.08,0.0,0.0,1
1,13.22,30.09,0.0,0.0,1
3,8.51,19.77,1.38,0.0,1
2,4.98,29.68,0.0,0.0,1
0,3.35,20.15,1.35,0.0,0
0,7.92,30.75,0.0,0.0,0
1,6.67,20.53,0.0,0.0,1
2,10.3,33.22,0.0,0.0,1
2,7.69,21.3,0.0,0.0,1
0,6.0,31.29,0.0,0.0,0
3,3.4,18.52,0.0,0.0,1
0,4.64,31.23,0.0,0.0,0
0,3.12,21.46,0.0,0.0,0
0,4.36,22.16,0.1,0.0,0
3,57.22,7.9,3.39,0.0,1
2,63.78,6.97,0.01,0.0,1
0,5.27,27.28,0.0,0.0,0
1,7.58,27.51,0.0,0.0,1
2,2.64,15.68,0.0,0.0,0
3,4.68,23.3,3.78,0.0,1
2,4.05,20.5,3.6,0.0,1
1,3.26,24.21,0.0,0.0,1
3,3.68,21.23,0.23,0.0,1
3,8.46,29.87,0.0,0.0,1
3,7.56,21.83,0.0,0.0,1
3,9.74,27.23,0.09,0.0,1
2,6.78,21.31,0.0,0.0,1
0,7.48,30.17,0.0,0.0,0
1,11.4,28.53,0.0,0.0,1
2,7.0,20.93,0.74,0.0,1
3,78.3,6.5,0.0,0.0,1
0,72.38,8.5,0.0,0.0,0
3,29.79,12.53,0.0,0.0,1
2,28.6,11.51,0.0,0.0,1
0,9.01,29.37,0.27,0.0,0
1,10.31,21.27,0.0,0.0,1
1,6.1,21.19,0.0,0.0,1
0,20.34,18.31,3.68,0.0,0
2,19.09,17.77,0.0,0.0,1
3,2.98,19.0,0.0,0.0,1
0,1.98,14.86,0.0,0.0,0
0,11.37,31.3,0.0,0.0,1
2,8.22,21.29,0.0,0.0,1
3,41.33,20.14,0.0,0.0,2
0,31.27,15.81,0.0,0.0,0
0,13.6,31.94,0.0,0.0,1
3,9.23,20.05,0.0,0.0,1
3,14.74,29.92,0.0,0.0,2
3,11.45,19.38,0.0,0.0,1
2,19.45,27.79,0.03,0.0,1
1,16.31,18.22,1.31,0.0,1
0,5.57,29.49,0.0,0.0,0
2,4.92,19.88,1.32,0.0,1
0,9.73,30.13,0.0,0.0,0
0,8.9,20.12,0.0,0.0,0
0,13.79,31.86,0.0,0.0,1
0,10.55,20.57,0.0,0.0,1
3,8.5,29.82,0.07,0.0,1
0,7.2,20.61,0.0,0.0,0
0,8.68,29.79,0.0,0.0,0
0,7.96,30.01,0.0,0.0,0
3,6.05,21.74,0.0,0.0,1
2,6.5,21.65,0.0,0.0,1
3,22.33,24.89,0.02,0.0,2
0,19.53,18.49,0.6,0.0,0
3,9.35,29.26,0.27,0.0,1
2,6.88,21.04,0.0,0.0,1
2,7.0,20.85,0.0,0.0,1
3,8.94,26.22,0.0,0.0,1
0,8.01,25.56,0.06,0.0,0
1,8.43,27.03,0.0,0.0,1
2,9.51,28.88,0.0,0.0,1
3,3.0,21.98,0.0,0.0,1
3,4.46,26.36,0.0,0.0,1
0,3.65,26.03,0.0,0.0,0
3,4.06,27.58,0.0,0.0,1
3,5.46,29.46,0.0,0.0,1
0,9.3,20.95,0.05,0.0,0
3,5.38,22.15,0.0,0.0,1
2,8.15,28.95,0.0,0.0,1
2,5.54,22.15,0.08,0.0,1
2,6.05,22.01,0.0,0.0,1
1,9.16,28.73,0.0,0.0,1
0,10.08,21.34,0.06,0.0,1
0,7.24,21.55,0.0,0.0,0
0,4.99,22.03,0.05,0.0,0
2,8.0,21.2,0.04,0.0,1
0,6.37,27.51,0.0,0.0,0
3,4.55,22.37,0.0,0.0,1
3,16.94,15.64,7.89,0.0,1
0,16.34,26.06,0.0,0.0,1
1,16.37,22.98,0.91,0.0,1
1,16.48,15.21,3.84,0.0,1
3,15.69,14.63,0.0,0.0,1
3,17.07,17.37,0.0,0.0,1
1,5.42,25.9,0.0,0.0,1
0,10.16,26.13,0.0,0.0,1
1,5.02,19.63,0.0,0.0,0
3,6.34,26.82,0.0,0.0,1
0,6.75,26.36,0.0,0.0,0
2,5.82,28.6,0.0,0.0,1
2,7.04,29.34,0.0,0.0,1
3,5.72,25.73,0.0,0.0,1
0,5.24,26.08,0.0,0.0,0
1,12.93,25.77,0.0,0.0,1
3,9.99,25.67,0.0,0.0,1
0,12.26,24.61,0.0,0.0,1
3,8.76,27.3,0.0,0.0,1
2,7.25,28.22,0.0,0.0,1
0,6.14,28.41,0.0,0.0,0
3,12.05,26.13,0.0,0.0,2
1,17.13,23.51,0.0,0.0,1
2,15.18,29.97,0.0,0.0,1
3,5.52,25.87,0.0,0.0,1
0,11.73,25.73,0.0,0.0,1
0,10.84,25.7,0.0,0.0,1
2,6.8,28.29,0.0,0.0,1
2,5.0,21.41,0.0,0.0,1
2,6.8,26.29,0.0,0.0,1
3,5.94,25.8,0.0,0.0,1
1,7.58,29.17,0.0,0.0,1
1,6.37,27.31,0.0,0.0,1
3,10.0,20.0,0.0,0.0,1
2,11.75,26.11,0.0,0.0,1
2,10.68,25.21,0.0,0.0,1
1,12.04,28.45,0.0,0.0,1
0,11.1,26.62,0.0,0.0,1
0,15.0,18.59,0.0,0.0,0
0,15.41,25.93,0.0,0.0,1
3,14.02,24.62,0.0,0.0,2
1,15.3,27.73,0.0,0.0,1
1,14.36,25.93,0.0,0.0,1
3,20.0,17.17,0.0,0.0,1
1,17.78,25.75,0.0,0.0,1
0,15.94,24.04,0.0,0.0,1
3,17.36,27.0,0.0,0.0,2
1,16.17,25.25,0.0,0.0,1
1,25.0,15.76,0.0,0.0,1
